term,en,pl
Examine/READY TO GO DOWN NOTICE/Section ds1,...are we done?,...skończyliśmy?
Examine/READY TO GO DOWN NOTICE/Section ds3,It's about time we found out what's beneath the garden...,"Najwyższy czas dowiedzieć się, co jest pod ogrodem..."
Examine/READY TO GO DOWN NOTICE/Section ds3 Choice 1,Let's go now.,Idźmy teraz.
Examine/READY TO GO DOWN NOTICE/Section ds3 Choice 2,Hang on.,Czekaj.
Examine/READY TO GO DOWN NOTICE/Section ds6,For now.,Na razie.
Examine/Research OnEnter/Section ds0,Let's see if we can put this thing back together...,"Zobaczmy, czy uda się to złożyć z powrotem..."
Examine/Research OnEnter/Section ds2,You think we have everything we need?,"Myślisz, że mamy wszystko, czego trzeba?"
Examine/Research OnEnter/Section ds3,Mhm.,Mhm.
Examine/Reset Puzzle Grim/Section ds0,Reset the puzzle?,Zresetować zagadkę?
Examine/Reset Puzzle Grim/Section ds0 Choice 1,Reset,Resetuj
Examine/Reset Puzzle Grim/Section ds0 Choice 2,Cancel,Anuluj
Examine/Reset Puzzle Sal/Section ds0,Reset the puzzle?,Zresetować zagadkę?
Examine/Reset Puzzle Sal/Section ds0 Choice 1,Reset,Resetuj
Examine/Reset Puzzle Sal/Section ds0 Choice 2,Cancel,Anuluj
Examine/RooftopExamineBase/Section ds1,I might just stay here.,Chyba po prostu tu zostanę.
Examine/RooftopExamineBase/Section ds3,...it's so relaxing.,...to takie relaksujące.
Examine/RooftopExamineBase/Section ds4,"Oh, shall I go finish the investigation on my own?","Och, to może dokończę śledztwo sam?"
Examine/RooftopExamineBase/Section ds5,...that'd be great.,...to by było wspaniałe.
Examine/RooftopExamineBoggyStatue/Section ds0,It's another little statue - doing a really bad job of hiding in the bushes.,To kolejny mały posąg - naprawdę kiepsko ukrywający się w krzakach.
Examine/RooftopExamineBoggyStatue/Section ds1,He's playing a [i]lute[/i] this time.,Tym razem gra na [i]lutni[/i].
Examine/RooftopExamineBoggyStatue/Section ds2,He's also... wearing... headphones.,Ma też... na sobie... słuchawki.
Examine/RooftopExamineBoggyStatue/Section ds3,"And they're not headphones.
They're earmuffs.","I to nie słuchawki.
To ochronniki na uszy."
Examine/RooftopExamineBoggyStatue/Section ds4,"Well, they're not part of the statue...","Cóż, nie są częścią posągu..."
Examine/RooftopExamineEggStatues/Section ds0,More egg statues.,Więcej posągów jajek.
Examine/RooftopExamineEggStatues/Section ds1,"I don't get it.
Why eggs?","Nie rozumiem.
Czemu jajka?"
Examine/RooftopExamineEggStatues/Section ds2,"Well, either they have some special significance...","Cóż, albo mają jakieś specjalne znaczenie..."
Examine/RooftopExamineEggStatues/Section ds3,Or the sculptor was just really lazy.,Albo rzeźbiarz był po prostu bardzo leniwy.
Examine/RooftopExamineEggStatues/Section ds4,An egg has gotta be the [h]easiest[/h] shape to make.,Jajko to musi być [h]najłatwiejszy[/h] kształt do zrobienia.
Examine/RooftopExamineEggStatues/Section ds5,What d'you mean?,Co masz na myśli?
Examine/RooftopExamineFitzWindow/Section ds0,It's the window into Fitz's bedroom.,To okno do sypialni Fitza.
Examine/RooftopExamineFitzWindow/Section ds1,I wish [h]my[/h] bedroom window had a view this nice.,"Chciałabym, żeby okno [h]mojej[/h] sypialni miało tak ładny widok."
Examine/RooftopExamineFitzWindow/Section ds2,"You know, he's pretty lucky.","Wiesz, ma niezłe szczęście."
Examine/RooftopExamineFlowingWater/Section ds0,A little water feature.,Mała fontanna wodna.
Examine/RooftopExamineFlowingWater/Section ds1,...it's making me sleepy.,...robi mi się od tego sennie.
Examine/RooftopExamineFlowingWater/Section ds2,Wonder how it's hooked up?,"Ciekawe, jak jest podłączona?"
Examine/RooftopExamineFrogandFeathers/Section ds0,He's got his tongue out like he's catching snowflakes...,"Wystawia język, jakby łapała płatki śniegu..."
Examine/RooftopExamineFrogandFeathers/Section ds1,"Except those aren't snowflakes.
They're [i]feathers.[/i]","Tylko że to nie płatki śniegu.
To [i]pióra.[/i]"
Examine/RooftopExamineFrogandFeathers/Section ds2,"Giant stone frog?
Love it.","Wielka kamienna żaba?
Uwielbiam ją."
Examine/RooftopExaminePillars/Section ds0,"Stone pillars.
","Kamienne filary.
"
Examine/RooftopExaminePillars/Section ds2,...or - what's left of them.,"...a raczej - to, co z nich zostało."
Examine/RooftopExamineSky/Section ds0,"Careful, we're pretty high up...","Uważaj, jesteśmy dość wysoko..."
Examine/RooftopExamineSky/Section ds1,"Yeah.
We're on a roof.","Tak.
Jesteśmy na dachu."
Examine/RooftopExaminerBench/Section ds0,It's a two-person bench.,To ławka dla dwóch osób.
Examine/RooftopExaminerBench/Section ds1,"...what makes it a two-person bench, specifically?",...co konkretnie czyni ją ławką dla dwóch osób?
Examine/RooftopExaminerBench/Section ds2,It looks pretty standard to me.,Dla mnie wygląda całkiem standardowo.
Examine/RooftopExaminerBench/Section ds3,...,...
Examine/RooftopExaminerBridge/Section ds0,Oh good - a bridge.,Och dobrze - mostek.
Examine/RooftopExaminerBridge/Section ds1,Not all bridges are about getting across stuff.,Nie każdy mostek jest o przechodzeniu przez coś.
Examine/RooftopExaminerBridge/Section ds2,"I'm glad to know there's a way to get across that tiny, tiny pond.","Cieszę się, że jest sposób, żeby przejść przez ten malutki, malutki stawek."
Examine/RooftopExaminerBridge/Section ds3,...,...
Examine/RooftopExaminerDragonfly/Section ds0,That's one big dragonfly.,To ci dopiero wielka ważka.
Examine/RooftopExaminerDragonfly/Section ds4,Or one [h]very[/h] small dragon.,Albo bardzo [h]mały[/h] smok.
Examine/RooftopExaminerFellowTower/Section ds1,Leads up towards Flora's tower.,"Prowadzi w górę, do wieży Flory."
Examine/RooftopExaminerFitzDoor/Section ds0,It's the door into Fitz's room.,To drzwi do pokoju Fitza.
Examine/RooftopExaminerFitzDoor/Section ds2,One of only [i]two[/i] ways to get into the garden.,"Jeden z tylko [i]dwóch[/i] sposobów, żeby dostać się do ogrodu."
Examine/RooftopExaminerFitzDoor/Section ds3,Oh yeah...,Ach tak...
Examine/RooftopExaminerPond/Section ds0,A little pond.,Mały staw.
Examine/RooftopExaminerPond/Section ds1,"It looks really, really deep...
-for some reason.","Wygląda naprawdę, naprawdę głęboko...
-z jakiegoś powodu."
Examine/RooftopExaminerPond/Section ds3,"See those metal bars around the edges, too?",Widzisz też te metalowe pręty wokół krawędzi?
Examine/RooftopExaminerPond/Section ds4,Oh yeah... what d'you suppose they're for?,"Ach tak... jak myślisz, do czego są?"
Examine/RooftopExaminerPond/Section ds5,Nothing - anymore.,Do niczego - już.
Examine/RooftopExaminerPond/Section ds6,Looks like somebody broke them and then never bothered to fix it.,"Wygląda, że ktoś je złamał, a potem nigdy nie zawracał sobie głowy naprawą."
Examine/RooftopExaminerPoppyDoor/Section ds0,The door into Poppy's room.,Drzwi do pokoju Poppy.
Examine/RooftopExaminerPoppyDoor/Section ds1,So... only Poppy and Fitz can get into the garden?,Więc... tylko Poppy i Fitz mogą dostać się do ogrodu?
Examine/RooftopExaminerPoppyDoor/Section ds2,Uh - I guess so?,Yy - chyba tak?
Examine/RooftopExaminerRosebush/Section ds0,"It's a rosebush, growing on a little patch of blue-ish soil.","To krzew róży, rosnący na małej łatce niebieskawej ziemi."
Examine/RooftopExaminerRosebush/Section ds1,"Apart from a couple of loose petals on one side, the whole thing looks very well cared for.","Poza kilkoma luźnymi płatkami z jednej strony, cała ta rzecz wygląda na bardzo dobrze zadbaną."
Examine/RooftopExaminerRosebush/Section ds2,"The roses are bright red, too.",Róże są też jaskrawoczerwone.
Examine/RooftopExaminerRosebush/Section ds3,-aren't roses normally that colour?,-czy róże nie są normalnie właśnie takiego koloru?
Examine/RooftopExaminerRosebush/Section ds4,Exactly.,Właśnie.
Examine/RooftopExaminerStairs/Section ds0,Stairs up to Fitz's room.,Schody na górę do pokoju Fitza.
Examine/RooftopExaminerStairs/Section ds1,[h]Why[/h] though.,[h]Czemu[/h] jednak.
Examine/RooftopExaminerStairs/Section ds2,Hm?,Hm?
Examine/RooftopExaminerStairs/Section ds3,"So there are two doors into the garden, right?","Więc są dwoje drzwi do ogrodu, prawda?"
Examine/RooftopExaminerStairs/Section ds4,But they weren't built at the same level.,Ale nie zostały zbudowane na tym samym poziomie.
Examine/RooftopExaminerStairs/Section ds5,"One from the Fellow side, and one from the Pointer side.","Jedne od strony Fellowów, a drugie od strony Pointerów."
Examine/RooftopExaminerStairs/Section ds6,Just seems kinda... sloppy.,Wygląda po prostu na... niechlujne.
Examine/RooftopExaminerTrees/Section ds0,"Trees.
On a roof.","Drzewa.
Na dachu."
Examine/RooftopExaminerTrees/Section ds1,-in a [i]garden.[/i],-w [i]ogrodzie.[/i]
Examine/RooftopExaminerTrees/Section ds2,"Mhm, in a garden.
On a [i]roof.[/i]","Mhm, w ogrodzie.
Na [i]dachu.[/i]"
Examine/RooftopGardenFitzBackOut/Section ds0,Let's come back once we... know what to do.,"Wróćmy do tego, kiedy... będziemy wiedzieć, co robić."
Examine/RooftopGardenFitzFailed1/Section ds0,Nothing. Still locked.,Nic. Wciąż zamknięte.
Examine/RooftopGardenFitzFailed1/Section ds1,The tiles have all got that same sun symbol on them...,Wszystkie płytki mają ten sam symbol słońca...
Examine/RooftopGardenFitzFailed1/Section ds2,Those moon symbols in the slots... are they connected?,Te symbole księżyca w gniazdach... są połączone?
Examine/RooftopGardenFitzFailed1/Section ds3,Maybe they're connected... but also [h]not[/h] connected.,Może są połączone... ale też [h]nie[/h] są połączone.
Examine/RooftopGardenFitzFailed1/Section ds4,...,...
Examine/RooftopGardenFitzFailed2/Section ds0,Nope. It's not budging.,Nie. Nie rusza się.
Examine/RooftopGardenFitzFailed2/Section ds1,Maybe the information we need isn't here.,"Może informacja, której potrzebujemy, nie jest tutaj."
Examine/RooftopGardenFitzFailed2/Section ds2,So where is it?,Więc gdzie jest?
Examine/RooftopGardenFitzFailed2/Section ds3,Somewhere else.,Gdzie indziej.
Examine/RooftopGardenFitzFailed3/Section ds0,"Ah.
Didn't work.","Ach.
Nie zadziałało."
Examine/RooftopGardenFitzFailed3/Section ds1,"You know, I think this might be one of a pair.","Wiesz, myślę, że to może być jedna z pary."
Examine/RooftopGardenFitzFailed3/Section ds2,"What, the whole thing?","Co, cała ta rzecz?"
Examine/RooftopGardenFitzFailed3/Section ds3,Yeah... something about those symbols.,Tak... coś w związku z tymi symbolami.
Examine/RooftopGardenFitzFailed3/Section ds4,"The duality of the sun and moon, you know?","Dwoistość słońca i księżyca, wiesz?"
Examine/RooftopGardenFitzFailed3/Section ds5,If you say so...,Jeśli tak mówisz...
Examine/RooftopGardenFitzSOLVEDEXAMINE/Section ds2,The sun tiles are in the right place.,Płytki słońca są na właściwym miejscu.
Examine/RooftopGardenFitzSOLVEDEXAMINE/Section ds4,But the moon symbols might be important for something else.,Ale symbole księżyca mogą być ważne dla czegoś innego.
Examine/RooftopGardenFitzSuccess1/Section ds0,I guess that was right?,"Zgaduję, że to było dobrze?"
Examine/RooftopGardenFitzSuccess1/Section ds2,...,...
Examine/RooftopGardenFitzSuccess1/Section ds3,It made a noise!,Wydało dźwięk!
Examine/RooftopGardenFitzSuccess2/Section ds0,-aaaand the door's still locked.,-i drzwi wciąż zamknięte.
Examine/RooftopGardenFitzSuccess2/Section ds2,...I still feel like we made some sort of progress.,"...wciąż czuję, że zrobiliśmy jakiś postęp."
Examine/RooftopGardenFitzSuccess2/Section ds3,...,...
Examine/RooftopGardenFitzSuccess2Both/Section ds0,"Finally.
It's open.","Nareszcie.
Otwarte."
Examine/RooftopGardenFitzSuccess2Both/Section ds2,Whatever's on the other side - better be worth it.,"Cokolwiek jest po drugiej stronie - lepiej, żeby było tego warte."
Examine/RooftopGardenFitzSuccess2Both/Section ds2 Choice 1,Go outside.,Wyjdź na zewnątrz.
Examine/RooftopGardenFitzSuccess2Both/Section ds2 Choice 2,Later.,Później.
Examine/RooftopGardenFitzSuccess2Both/Section ds3,...,...
Examine/RooftopGardenPoppyBackOut/Section ds0,I guess we'll come back later.,"Zgaduję, że wrócimy do tego później."
Examine/RooftopGardenPoppyFailed1/Section ds0,Nothing. Still locked.,Nic. Wciąż zamknięte.
Examine/RooftopGardenPoppyFailed1/Section ds1,All four tiles have a moon symbol.,Wszystkie cztery płytki mają symbol księżyca.
Examine/RooftopGardenPoppyFailed1/Section ds2,Those other symbols look like suns. Surely that's something to do with it?,Te inne symbole wyglądają jak słońca. Na pewno mają z tym coś wspólnego?
Examine/RooftopGardenPoppyFailed1/Section ds3,"I think it is...
But in an abstract kinda way.","Myślę, że tak...
Ale w jakiś abstrakcyjny sposób."
Examine/RooftopGardenPoppyFailed1/Section ds4,...,...
Examine/RooftopGardenPoppyFailed2/Section ds0,Nope. It's not budging.,Nie. Nie rusza się.
Examine/RooftopGardenPoppyFailed2/Section ds1,Maybe the information we need isn't here.,"Może informacja, której potrzebujemy, nie jest tutaj."
Examine/RooftopGardenPoppyFailed2/Section ds2,So where is it?,Więc gdzie jest?
Examine/RooftopGardenPoppyFailed2/Section ds3,Somewhere else.,Gdzie indziej.
Examine/RooftopGardenPoppyFailed3/Section ds0,"Ah.
Didn't work.","Ach.
Nie zadziałało."
Examine/RooftopGardenPoppyFailed3/Section ds1,"You know, I think this might be one of a pair.","Wiesz, myślę, że to może być jedna z pary."
Examine/RooftopGardenPoppyFailed3/Section ds2,"What, the whole thing?","Co, cała ta rzecz?"
Examine/RooftopGardenPoppyFailed3/Section ds3,Yeah... something about those symbols.,Tak... coś w związku z tymi symbolami.
Examine/RooftopGardenPoppyFailed3/Section ds4,"The duality of the sun and moon, you know?","Dwoistość słońca i księżyca, wiesz?"
Examine/RooftopGardenPoppyFailed3/Section ds5,If you say so...,Jeśli tak mówisz...
Examine/RooftopGardenPoppySOLVEDEXAMINE/Section ds2,The moon tiles are in the right place.,Płytki księżyca są na właściwym miejscu.
Examine/RooftopGardenPoppySOLVEDEXAMINE/Section ds4,But the sun symbols might be important for something else.,Ale symbole słońca mogą być ważne dla czegoś innego.
Examine/RooftopGardenPoppySuccess1/Section ds0,That must be it.,To musi być to.
Examine/RooftopGardenPoppySuccess1/Section ds2,...,...
Examine/RooftopGardenPoppySuccess1/Section ds3,Something happened!,Coś się stało!
Examine/RooftopGardenPoppySuccess2/Section ds0,-aaaand the door's still locked.,-i drzwi wciąż zamknięte.
Examine/RooftopGardenPoppySuccess2/Section ds2,...I still feel like we make some sort of progress.,"...wciąż czuję, że robimy jakiś postęp."
Examine/RooftopGardenPoppySuccess2/Section ds3,...,...
Examine/RooftopGardenPoppySuccess2Both/Section ds0,"Finally.
It's open.","Nareszcie.
Otwarte."
Examine/RooftopGardenPoppySuccess2Both/Section ds2,Whatever's on the other side - better be worth it.,"Cokolwiek jest po drugiej stronie - lepiej, żeby było tego warte."
Examine/RooftopGardenPoppySuccess2Both/Section ds2 Choice 1,Go outside.,Wyjdź na zewnątrz.
Examine/RooftopGardenPoppySuccess2Both/Section ds2 Choice 2,Later.,Później.
Examine/RooftopGardenPoppySuccess2Both/Section ds3,...,...
Examine/STORY FAKE ENDING FLOW/Section ds13,Grimoire and Sally are knocked out by the noise which emits from inside.,Grimoire i Sally zostają ogłuszeni hałasem dochodzącym ze środka.
Examine/STORY FAKE ENDING FLOW/Section ds17,Fade to black.,Ściemnienie do czerni.
Examine/STORY FAKE ENDING FLOW/Section ds18,Penny's bird taps its beak onto the gramophone.,Ptak Penny stuka dziobem w gramofon.
Examine/STORY HARMONOGRAPH 1 SPAWN/Section ds0,"Something to do with the statue in garden, I think.","Coś związanego z tym posągiem w ogrodzie, jak sądzę."
Examine/STORY HARMONOGRAPH 1 SPAWN/Section ds8,Freya was definitely up to [h]something.[/h],Freya zdecydowanie knuła [h]coś.[/h]
Examine/STORY HARMONOGRAPH 1 SPAWN/Section ds9,Maybe we should go back and check - we could've missed something.,Może powinniśmy wrócić i sprawdzić - mogliśmy coś przegapić.
Examine/STORY HARMONOGRAPH 1 SPAWN/Section ds9 Choice 1,Go to the Gardens.,Idź do ogrodów.
Examine/STORY HARMONOGRAPH 1 SPAWN/Section ds9 Choice 2,Later.,Później.
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds14,Why don't we check the handwriting with Freya's diary?,Czemu nie sprawdzimy pisma z pamiętnikiem Freyi?
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds15,Well. It's confirmed.,Cóż. To potwierdzone.
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds20,How can it be...?,Jak to możliwe...?
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds21,Well?,I?
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds22,"Good idea, hold on.","Dobry pomysł, czekaj."
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds23,...,...
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds24,It's a perfect match.,Idealnie pasuje.
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds25,We have a ghost helping us.,Pomaga nam duch.
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds26,...let's keep this to ourselves for now.,...zatrzymajmy to na razie dla siebie.
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds28,Maybe we can put it to some kind of use...,Może znajdziemy dla niej jakieś zastosowanie...
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds30,"What do you think?
-is it really from her?","Co myślisz?
-czy to naprawdę od niej?"
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds34,What about the little wooden toy thingy?,A co z tą małą drewnianą zabawką?
Examine/STORY HARMONOGRAPH 2 READ THE NOTE/Section ds9,...,...
Examine/STORY HARMONOGRAPH 3 FOUR MELODIES/Section ds0,So... what do we do with them?,Więc... co z nimi zrobimy?
Examine/STORY HARMONOGRAPH 3 FOUR MELODIES/Section ds8,That's all four melodies I think.,To chyba wszystkie cztery melodie.
Examine/STORY HARMONOGRAPH 3 FOUR MELODIES/Section ds9,Should we go back to the gardens again?,Powinniśmy wrócić jeszcze raz do ogrodów?
Examine/STORY HARMONOGRAPH 3 FOUR MELODIES/Section ds9 Choice 1,Go to the Gardens.,Idź do ogrodów.
Examine/STORY HARMONOGRAPH 3 FOUR MELODIES/Section ds9 Choice 2,Later.,Później.
Examine/STORY LEAVING 1 THE LAB/Section ds10,Ready to go down? Again?,"Gotowi, żeby zejść na dół? Znowu?"
Examine/STORY LEAVING 1 THE LAB/Section ds10 Choice 1,Let's go.,Chodźmy.
Examine/STORY LEAVING 1 THE LAB/Section ds10 Choice 2,Hold on.,Czekaj.
Examine/STORY LEAVING 1 THE LAB/Section ds8,We're done.,Skończyliśmy.
Examine/STORY LEAVING 2 THE LOWEST LEVEL/Section ds10,I want to find that last room...,Chcę znaleźć ten ostatni pokój...
Examine/STORY LEAVING 2 THE LOWEST LEVEL/Section ds10 Choice 1,Let's go.,Chodźmy.
Examine/STORY LEAVING 2 THE LOWEST LEVEL/Section ds10 Choice 2,Hold on.,Czekaj.
Examine/STORY LEAVING 2 THE LOWEST LEVEL/Section ds13,Let's head back up to the Grand Hall.,"Wróćmy na górę, do wielkiej sali."
Examine/STORY LEAVING 2 THE LOWEST LEVEL/Section ds8,...,...
Examine/STORY LEAVING 3 THE STUDY/Section ds10,Let's go back to the crime scene.,Wróćmy na miejsce zbrodni.
Examine/STORY LEAVING 3 THE STUDY/Section ds10 Choice 1,Go to Flora's Tower.,Idź do wieży Flory.
Examine/STORY LEAVING 3 THE STUDY/Section ds10 Choice 2,Hold on.,Czekaj.
Examine/STORY LEAVING 3 THE STUDY/Section ds13,...,...
Examine/STORY LEAVING 3 THE STUDY/Section ds14,What?,Co?
Examine/STORY LEAVING 3 THE STUDY/Section ds15,I just... want to check something.,Po prostu... chcę coś sprawdzić.
Examine/STORY LEAVING 3 THE STUDY/Section ds8,There's something bothering me.,Coś mnie niepokoi.
Examine/STORY MELODY 2 HUMMING/Section ds0,...,...
Examine/STORY MELODY 3 PIANO/Section ds0,...,...
Examine/STORY SEEN THE BUILDING PLANS/Section ds13,Agreed.,Zgadzam się.
Examine/STORY SEEN THE BUILDING PLANS/Section ds8,This... seems pretty significant.,To... wydaje się całkiem istotne.
Examine/STORY THE HARMONOGRAPH/Section ds0,I don't know what... but Freya was up to [h]something.[/h],Nie wiem co... ale Freya knuła [h]coś.[/h]
Examine/STORY THE HARMONOGRAPH/Section ds1,It's something to do with that statue in the garden. That guy with the harp.,To coś związanego z tym posągiem w ogrodzie. Ten gość z harfą.
Examine/STORY THE HARMONOGRAPH/Section ds2,Yeah...,Tak...
Examine/STORY THE HARMONOGRAPH/Section ds3,Let's go check it out! Maybe we missed something.,Chodźmy to sprawdzić! Może coś przegapiliśmy.
Examine/STORY THE HARMONOGRAPH/Section ds3 Choice 1,Let's go now.,Idźmy teraz.
Examine/STORY THE HARMONOGRAPH/Section ds3 Choice 2,Later.,Później.
Examine/TelescopeExamineAttic1/Section ds1,...is that a window?,...to okno?
Examine/TelescopeExamineAttic1/Section ds2,...is there another room - above Flora's room?,...jest tam jeszcze jeden pokój - nad pokojem Flory?
Examine/TelescopeExamineAttic1/Section ds3,...we should check that next time we're over there.,"...powinniśmy to sprawdzić następnym razem, kiedy tam będziemy."
Examine/TelescopeExamineAttic1/Section ds5,I think it is!,"Myślę, że tak!"
Examine/TelescopeExamineAttic2/Section ds3,That's the attic above Flora's room.,To strych nad pokojem Flory.
Examine/TelescopeExamineAttic2/Section ds4,Somebody covered the window with black paint. It's impossible to see into the room from here.,Ktoś zamalował okno czarną farbą. Niemożliwe jest zobaczyć do pokoju stąd.
Examine/TelescopeExamineBackOutLock/Section ds0,"Hold on.
I think we might've missed something...","Czekaj.
Myślę, że mogliśmy coś przegapić..."
Examine/TelescopeExamineDoor/Section ds0,"I can see the doorway, it leads into the hall.","Widzę drzwi, prowadzą do korytarza."
Examine/TelescopeExamineDoor/Section ds3,The door itself is on the floor - knocked off its hinges.,Same drzwi leżą na podłodze - zerwane z zawiasów.
Examine/TelescopeExamineFlora/Section ds0,You can see right into Flora's room...,Widać prosto do pokoju Flory...
Examine/TelescopeExamineFlora/Section ds1,Not by accident.,Nie przez przypadek.
Examine/TelescopeExamineFlora/Section ds6,I can see Flora... but she's not looking this way. She's looking up.,Widzę Florę... ale nie patrzy w tę stronę. Patrzy do góry.
Examine/TelescopeExamineFlora/Section ds8,Behind her is the back side of the easel holding Freya's unfinished painting.,Za nią jest tylna strona sztalugi z niedokończonym obrazem Freyi.
Examine/TelescopeExamineFlora/Section ds9,I can't really see anything behind it. Not from this angle.,Nie widzę tak naprawdę nic za nią. Nie pod tym kątem.
Examine/TelescopeExamineGramaphone/Section ds3,I can just about see the gramophone.,Ledwo widzę gramofon.
Examine/TelescopeExamineNothing/Section ds0,"It's too dark back there.
Can't really see anything.","Tam z tyłu jest zbyt ciemno.
Nic tak naprawdę nie widać."
Examine/TelescopeExamineOnEnter/Section ds2,...isn't this supposed to be an [h]astronomy[/h] telescope?,...to nie powinien być teleskop [h]astronomiczny[/h]?
Examine/TelescopeExamineOnEnter/Section ds3,I'm pretty sure you need to see the [h]sky[/h] for astronomy to work.,"Jestem całkiem pewien, że do astronomii trzeba widzieć [h]niebo.[/h]"
Examine/TelescopeExamineOnEnter/Section ds5,I can't move it.,Nie mogę go poruszyć.
Examine/TelescopeExamineOnEnter/Section ds6,I think this is just how it's set up.,"Myślę, że tak po prostu jest ustawiony."
Examine/TelescopeExaminePlant/Section ds0,It's that little plant Flora keeps on the window ledge.,"To ta mała roślina, którą Flora trzyma na parapecie."
Examine/TelescopeExaminePlant/Section ds3,Don't you think it would fall off? In the wind?,"Nie myślisz, że spadłaby? Na wietrze?"
Examine/TelescopeExaminePlant/Section ds4,Maybe it's glued down.,Może jest przyklejona.
Examine/TelescopeExamineSky/Section ds0,I can [h]just[/h] about see the sky behind the tower.,[h]Ledwo[/h] widzę niebo za wieżą.
Examine/TelescopeExamineSky/Section ds1,I can't get the telescope to look up any higher.,Nie mogę skierować teleskopu wyżej.
Examine/TelescopeExamineSky/Section ds2,Weird.,Dziwne.
Examine/TelescopeExamineTower/Section ds0,It's the tower opposite this one.,To wieża naprzeciwko tej.
Examine/TelescopeExamineTrees1/Section ds0,"Trees.
For some reason.","Drzewa.
Z jakiegoś powodu."
Examine/TelescopeExamineTrees2/Section ds0,The rooftop garden is right underneath Flora's window.,Ogród na dachu jest dokładnie pod oknem Flory.
Examine/UNLOCK SALLYSTORY 1 THE STATEMENTS/Section ds10,Let's go over them all.,Przejrzyjmy je wszystkie.
Examine/UNLOCK SALLYSTORY 1 THE STATEMENTS/Section ds10 Choice 1,Let's go now.,Idźmy teraz.
Examine/UNLOCK SALLYSTORY 1 THE STATEMENTS/Section ds10 Choice 2,Later.,Później.
Examine/UNLOCK SALLYSTORY 1 THE STATEMENTS/Section ds13,...,...
Examine/UNLOCK SALLYSTORY 1 THE STATEMENTS/Section ds8,That's all the statements.,To wszystkie zeznania.
Examine/UNLOCK SALLYSTORY 10 THE MISSING CLUE/Section ds0,...,...
Examine/UNLOCK SALLYSTORY 10 THE MISSING CLUE/Section ds14,...,...
Examine/UNLOCK SALLYSTORY 2 THE CRIME SCENE/Section ds10,Let's go over what we know about the crime scene.,"Przejrzyjmy to, co wiemy o miejscu zbrodni."
Examine/UNLOCK SALLYSTORY 2 THE CRIME SCENE/Section ds10 Choice 1,Let's go now.,Idźmy teraz.
Examine/UNLOCK SALLYSTORY 2 THE CRIME SCENE/Section ds10 Choice 2,Later.,Później.
Examine/UNLOCK SALLYSTORY 2 THE CRIME SCENE/Section ds13,...,...
Examine/UNLOCK SALLYSTORY 3 THE LABORATORY/Section ds10,...,...
Examine/UNLOCK SALLYSTORY 3 THE LABORATORY/Section ds8,Who's research is this...?,Czyje to badania...?
Examine/UNLOCK SALLYSTORY 4 THE LAKE/Section ds10,...,...
Examine/UNLOCK SALLYSTORY 4 THE LAKE/Section ds8,...where are we?,...gdzie jesteśmy?
Examine/UNLOCK SALLYSTORY 5 THE DAMAGED PHOTO/Section ds10,...,...
Examine/UNLOCK SALLYSTORY 5 THE DAMAGED PHOTO/Section ds8,Do you know who it is? in the photo?,"Wiesz, kto to jest? na zdjęciu?"
Examine/UNLOCK SALLYSTORY 6 THE STUDY/Section ds0,Someone's been using this room...,Ktoś korzysta z tego pokoju...
Examine/UNLOCK SALLYSTORY 6 THE STUDY/Section ds13,...,...
Examine/UNLOCK SALLYSTORY 7 THE GROUP PHOTO/Section ds13,...,...
Examine/UNLOCK SALLYSTORY 7 THE GROUP PHOTO/Section ds8,That photo is important. I'm sure of it.,To zdjęcie jest ważne. Jestem tego pewna.
Examine/UNLOCK SALLYSTORY 8 THE WEAPON/Section ds13,...,...
Examine/UNLOCK SALLYSTORY 8 THE WEAPON/Section ds8,What is it...?,Co to jest...?
Examine/UNLOCK SALLYSTORY 9 THE MURDER/Section ds0,Time to solve this.,Czas to rozwiązać.
Examine/UNLOCK SALLYSTORY 9 THE MURDER/Section ds13,...,...
Examine/Unlock Bedroom Fifi/Section ds0,"Fifi's bedroom should be unlocked, now.",Sypialnia Fifi powinna być teraz odblokowana.
Examine/Unlock Bedroom Fifi/Section ds1,Can't wait.,Nie mogę się doczekać.
Examine/Unlock Bedroom Fifi/Section ds1 Choice 1,Let's go now.,Idźmy teraz.
Examine/Unlock Bedroom Fifi/Section ds1 Choice 2,Later.,Później.
Examine/Unlock Bedroom Fitz/Section ds0,Fitz's room is unlocked - it's up in the Fellow tower.,Pokój Fitza jest odblokowany - jest na górze w wieży Fellow.
Examine/Unlock Bedroom Fitz/Section ds1,This could be interesting...,To może być ciekawe...
Examine/Unlock Bedroom Fitz/Section ds1 Choice 1,Let's go now.,Idźmy teraz.
