term,en,pl
Conversation/PoppyPoppy/Section ds4,"Falls a little short, doesn't it?","Trochę rozczarowuje, prawda?"
Conversation/PoppyPoppy/Section ds6,...that's me.,...to ja.
Conversation/PoppyPoppy/Section ds7,But it's just tedious.,Ale jest po prostu nużące.
Conversation/PoppyPoppy/Section ds8,...,...
Conversation/PoppyPottedPlant/Section ds10,Right.,Rozumiem.
Conversation/PoppyPottedPlant/Section ds7,Never seen [h]that[/h] one before... was it in the greenhouse?,Nigdy wcześniej nie widziałam [h]takiej[/h] rośliny... była w szklarni?
Conversation/PoppyPottedPlant/Section ds8,"No, we found it in Penny's room.","Nie, znaleźliśmy ją w pokoju Penny."
Conversation/PoppyPottedPlant/Section ds9,Ah.,Ach.
Conversation/PoppyRippedPhoto/Section ds11,"This is a photo of Fifi and Freya, right?","To zdjęcie Fifi i Freyi, prawda?"
Conversation/PoppyRippedPhoto/Section ds12,...,...
Conversation/PoppyRippedPhoto/Section ds13,Yeah.,Tak.
Conversation/PoppyRippedPhoto/Section ds14,...I'm not really one for photographs.,...nie przepadam za zdjęciami.
Conversation/PoppyRippedPhoto/Section ds15,"How come you're not in it? You're friends with them too, aren't you?","Dlaczego ciebie na nim nie ma? Też się z nimi przyjaźnisz, prawda?"
Conversation/PoppyRippedPhoto/Section ds17,...,...
Conversation/PoppyRippedPhoto/Section ds18,Fifi looks like she really admires Freya.,"Wygląda, jakby Fifi naprawdę podziwiała Freyę."
Conversation/PoppyRippedPhoto/Section ds9,Fifi's loyalty to Freya is unshakable.,Lojalność Fifi wobec Freyi jest niezachwiana.
Conversation/PoppySecretDiary/Section ds10,...is that Fifi's diary? I'm sure I've seen it in her room before.,"...czy to pamiętnik Fifi? Jestem pewna, że widziałam go wcześniej w jej pokoju."
Conversation/PoppySecretDiary/Section ds11,That's where [h]we[/h] found it.,Właśnie tam [h]go[/h] znaleźliśmy.
Conversation/PoppySecretDiary/Section ds12,Nope. I'm sure she wouldn't appreciate me invading her privacy.,"Nie. Na pewno nie ucieszyłaby się, gdybym naruszyła jej prywatność."
Conversation/PoppySecretDiary/Section ds13,Have you ever read it? Do you know what's written in there?,"Czytałaś go kiedyś? Wiesz, co jest w środku?"
Conversation/PoppySecretDiary/Section ds14,I thought you and Fifi were close friends?,"Myślałem, że ty i Fifi jesteście bliskimi przyjaciółkami?"
Conversation/PoppySecretDiary/Section ds15,"Yeah, we are, it's just-","Tak, jesteśmy, tylko-"
Conversation/PoppySecretDiary/Section ds16,Fifi's gotten kinda... impatient with me recently.,Ostatnio Fifi zrobiła się wobec mnie trochę... niecierpliwa.
Conversation/PoppySecretDiary/Section ds17,I'm not sure...,Nie jestem pewna...
Conversation/PoppySecretDiary/Section ds18,Do you know why?,"Wiesz, dlaczego?"
Conversation/PoppySecretDiary/Section ds19,"I'm sure she'd tell you, if you asked.","Na pewno by ci powiedziała, gdybyś zapytała."
Conversation/PoppySecretDiary/Section ds20,Oh - she would. She'd give it to me [h]straight.[/h],"Och, powiedziałaby. Powiedziałaby mi [h]prosto z mostu.[/h]"
Conversation/PoppySecretDiary/Section ds21,Probably why I've been avoiding it...,Pewnie dlatego tego unikam...
Conversation/PoppySheetMusic/Section ds14,Can you play the tune for us?,Możesz nam zagrać tę melodię?
Conversation/PoppySheetMusic/Section ds16,Sure...? It's literally [m]eight notes.[/m] I have it memorized.,Jasne...? To dosłownie [m]osiem nut.[/m] Znam je na pamięć.
Conversation/PoppySheetMusic/Section ds17,.....................,.....................
Conversation/PoppySheetMusic/Section ds22,...,...
Conversation/PoppySheetMusic/Section ds22 Choice 1,Can you play the tune for us?,Możesz nam zagrać tę melodię?
Conversation/PoppySheetMusic/Section ds22 Choice 2,What's so special about it?,Co w niej takiego wyjątkowego?
Conversation/PoppySheetMusic/Section ds23,"I was really excited to start learning. As soon as I got out of my first lesson, I told Freya and Fifi [h]all[/h] about it.","Bardzo cieszyłam się na naukę. Gdy tylko wyszłam z pierwszej lekcji, opowiedziałam Freyi i Fifi [h]wszystko[/h]."
Conversation/PoppySheetMusic/Section ds24,Since the day I turned six. Family tradition.,"Od dnia, w którym skończyłam sześć lat. Rodzinna tradycja."
Conversation/PoppySheetMusic/Section ds25,How long have you been playing?,Od jak dawna grasz?
Conversation/PoppySheetMusic/Section ds26,"When I arrived at my second lesson the next day...
Freya was there too.","Kiedy następnego dnia przyszłam na drugą lekcję...
Freya też tam była."
Conversation/PoppySheetMusic/Section ds27,"But one day, she just stopped coming to lessons.",Ale pewnego dnia po prostu przestała przychodzić na lekcje.
Conversation/PoppySheetMusic/Section ds28,"For two whole years, the teacher taught us both.",Przez pełne dwa lata nauczyciel uczył nas obie.
Conversation/PoppySheetMusic/Section ds29,She hadn't asked permission. Just showed up.,Nie zapytała o zgodę. Po prostu przyszła.
Conversation/PoppySheetMusic/Section ds30,...was Freya any good?,...Freya dobrze grała?
Conversation/PoppySheetMusic/Section ds31,She... would've been even better than me. If she'd stuck with it.,Byłaby... jeszcze lepsza ode mnie. Gdyby nie zrezygnowała.
Conversation/PoppySheetMusic/Section ds32,...,...
Conversation/PoppySheetMusic/Section ds33,There was no reason.,Nie było żadnego powodu.
Conversation/PoppySheetMusic/Section ds34,That's just it.,Właśnie w tym rzecz.
Conversation/PoppySheetMusic/Section ds35,Why?,Czemu?
Conversation/PoppySheetMusic/Section ds36,"Things were different.
For her.","Dla niej...
wszystko wyglądało inaczej."
Conversation/PoppySheetMusic/Section ds37,That's when I realised.,Wtedy zrozumiałam.
Conversation/PoppySheetMusic/Section ds38,...,...
Conversation/PoppySheetMusic/Section ds39,...,...
Conversation/PoppySheetMusic/Section ds39 Choice 1,Can you play the tune for us?,Możesz nam zagrać tę melodię?
Conversation/PoppySheetMusic/Section ds39 Choice 2,Leave it there.,Zostawmy to.
Conversation/PoppySheetMusic/Section ds7,"Yeah.
It's mine.","Tak.
To moje."
Conversation/PoppySheetMusic/Section ds8,What's so special about it?,Co w niej takiego wyjątkowego?
Conversation/PoppySheetMusic/Section ds9,I got it from my teacher. It's the first piece I ever learned.,"Dostałam ją od nauczyciela. To pierwszy utwór, którego się nauczyłam."
Conversation/PoppyShortTelescope/Section ds10,"No, it's just-","Nie, po prostu-"
Conversation/PoppyShortTelescope/Section ds11,It looks like something she'd use. Don't you think?,"Wygląda jak coś, czego mogłaby używać. Nie sądzisz?"
Conversation/PoppyShortTelescope/Section ds7,Did you find that in Fifi's room?,Znaleźliście to w pokoju Fifi?
Conversation/PoppyShortTelescope/Section ds8,No...,Nie...
Conversation/PoppyShortTelescope/Section ds9,[h]Should[/h] we have?,[h]Powinniśmy[/h]?
Conversation/PoppySparklyFruit/Section ds10,"Impressive, I guess...?",Chyba robi wrażenie...?
Conversation/PoppySparklyFruit/Section ds15,"...but kind of unsettling, with Fitz lurking in the shadows the whole time.","...ale jest trochę niepokojąca, kiedy Fitz cały czas czai się w cieniu."
Conversation/PoppySparklyFruit/Section ds7,"Oh, you've been to the greenhouse? What did you think?","Och, byliście w szklarni? Co o niej sądzicie?"
Conversation/PoppySparklyFruit/Section ds8,"Yeah...
He does that.","Tak...
On tak robi."
Conversation/PoppyStatement/Section ds11,...,...
Conversation/PoppyStatement/Section ds12,Yeah. I think she realised what had happened at the same moment I did.,"Tak. Chyba zrozumiała, co się stało, w tej samej chwili co ja."
Conversation/PoppyStatement/Section ds13,"I didn't know what to do.
So I ran downstairs to get Fifi.","Nie wiedziałam, co robić.
Więc pobiegłam na dół po Fifi."
Conversation/PoppyStatement/Section ds14,"Her door was still locked, but I knocked and shouted at her.","Jej drzwi wciąż były zamknięte, ale zapukałam i zaczęłam ją wołać."
Conversation/PoppyStatement/Section ds15,"...Flora was in the room, too?",...Flora też była w pokoju?
Conversation/PoppyStatement/Section ds16,Eventually she let me in.,W końcu mnie wpuściła.
Conversation/PoppyStatement/Section ds17,"The lights were off, but I could see she'd already been crying...","Światła były zgaszone, ale widziałam, że już wcześniej płakała..."
Conversation/PoppyStatement/Section ds18,"I told her what had happened. She didn't believe me.
She got angry.","Powiedziałam jej, co się stało. Nie uwierzyła mi.
Zdenerwowała się."
Conversation/PoppyStatement/Section ds19,"I dragged her out into the hall. My father was there too, for some reason.",Wyciągnęłam ją na korytarz. Z jakiegoś powodu był tam też mój ojciec.
Conversation/PoppyStatement/Section ds2,Fitz and I were up in the moonlight garden most of the afternoon.,Fitz i ja spędziliśmy większość popołudnia w ogrodzie w blasku księżyca.
Conversation/PoppyStatement/Section ds20,The three of us went back up to Flora's tower.,Całą trójką wróciliśmy do wieży Flory.
Conversation/PoppyStatement/Section ds21,Then Felix arrived. He had Penny with him.,Potem pojawił się Felix. Przyprowadził Penny.
Conversation/PoppyStatement/Section ds22,Fifi had this idea... she wanted to do some kind of scientific test.,Fifi wpadła na pomysł... chciała przeprowadzić jakiś test naukowy.
Conversation/PoppyStatement/Section ds23,She took me down to the library. We were in there about fifteen minutes.,Zaprowadziła mnie do biblioteki. Byłyśmy tam jakieś piętnaście minut.
Conversation/PoppyStatement/Section ds24,"After she was done, she went back upstairs and - I went back to my room.","Kiedy skończyła, wróciła na górę, a ja... wróciłam do swojego pokoju."
Conversation/PoppyStatement/Section ds25,That's it?,To wszystko?
Conversation/PoppyStatement/Section ds26,That's it.,To wszystko.
Conversation/PoppyStatement/Section ds27,First time I've [h]ever[/h] seen her angry...,Pierwszy raz [h]w życiu[/h] widziałam ją złą...
Conversation/PoppyStatement/Section ds28,So I made Fitz kick down the door.,Więc kazałam Fitzowi wyważyć drzwi.
Conversation/PoppyStatement/Section ds3,Then we heard this... [h]sound.[/h] Lasted about three seconds.,Potem usłyszeliśmy ten... [h]dźwięk.[/h] Trwał około trzech sekund.
Conversation/PoppyStatement/Section ds4,It was like... something drilling into a piece of metal. But different. Worse.,Jakby... coś wierciło w kawałku metalu. Ale inaczej. Gorzej.
Conversation/PoppyStatement/Section ds5,"I've been trying to decide how to describe it, but I'm struggling...","Próbuję wymyślić, jak go opisać, ale nie bardzo mi idzie..."
Conversation/PoppyStatement/Section ds6,"I was pretty sure it was coming from Flora's tower, so we went up there to check.","Byłam prawie pewna, że dochodzi z wieży Flory, więc poszliśmy to sprawdzić."
Conversation/PoppyStatement/Section ds7,Her door was locked. Nobody was answering.,Jej drzwi były zamknięte. Nikt nie odpowiadał.
Conversation/PoppyStatement/Section ds8,I knew Freya and Flora were both supposed to be in there...,"Wiedziałam, że Freya i Flora miały tam być..."
Conversation/PoppyStatement/Section ds9,I went inside. Freya was lying on the floor.,Weszłam do środka. Freya leżała na podłodze.
Conversation/PoppySuspicion/Section ds1,"I need to confirm something with you, Poppy.","Muszę się co do czegoś upewnić, Poppy."
Conversation/PoppySuspicion/Section ds10,...,...
Conversation/PoppySuspicion/Section ds11,Sure it doesn't belong to you?,Na pewno nie należy do ciebie?
Conversation/PoppySuspicion/Section ds12,Why are we even talking about this?,Dlaczego w ogóle o tym rozmawiamy?
Conversation/PoppySuspicion/Section ds13,The tape was found at the crime scene. It was [h]in[/h] the gramophone.,Taśmę znaleziono na miejscu zbrodni. Była [h]w[/h] gramofonie.
Conversation/PoppySuspicion/Section ds14,......,......
Conversation/PoppySuspicion/Section ds15,"It's not mine.
I'd [h]never[/h] own anything like that.","Nie jest moja.
[h]Nigdy[/h] nie miałabym czegoś takiego."
Conversation/PoppySuspicion/Section ds16,Why not?,Czemu nie?
Conversation/PoppySuspicion/Section ds17,[i]Not my colour.[/i],[i]Nie mój kolor.[/i]
Conversation/PoppySuspicion/Section ds18,...,...
Conversation/PoppySuspicion/Section ds18 Choice 1,You [h]used[/h] to like these colours.,Kiedyś [h]lubiłaś[/h] te kolory.
Conversation/PoppySuspicion/Section ds18 Choice 2,Somebody [h]changed[/h] the colour of the tape.,Ktoś [h]zmienił[/h] kolor taśmy.
Conversation/PoppySuspicion/Section ds18 Choice 3,Somebody gave it to you as a [h]gift.[/h],Ktoś dał ci ją w [h]prezencie.[/h]
Conversation/PoppySuspicion/Section ds19,Wait. I'm confused.,Czekaj. Jestem zdezorientowany.
Conversation/PoppySuspicion/Section ds2,Uhh...,Yyy...
Conversation/PoppySuspicion/Section ds20,...me too.,...ja też.
Conversation/PoppySuspicion/Section ds21,...ridiculous.,...niedorzeczne.
Conversation/PoppySuspicion/Section ds22,We need a [c]clue[/c] to compare with the cassette tape. Something that proves Poppy used to like these colours.,"Potrzebujemy [c]tropu[/c] do porównania z taśmą kasetową. Czegoś, co dowodzi, że Poppy lubiła kiedyś te kolory."
Conversation/PoppySuspicion/Section ds25,Let's take a closer look at this...,Przyjrzyjmy się temu bliżej...
Conversation/PoppySuspicion/Section ds26,......,......
Conversation/PoppySuspicion/Section ds27,,
Conversation/PoppySuspicion/Section ds28,That is [h]not[/h] me.,To [h]nie[/h] jestem ja.
Conversation/PoppySuspicion/Section ds29,Yeah it is.,Właśnie że ty.
Conversation/PoppySuspicion/Section ds3,It belongs to Freya.,Należy do Freyi.
Conversation/PoppySuspicion/Section ds31,It's clearly a photo of you with your two best friends.,Przecież na tym zdjęciu jesteś ty i twoje dwie najlepsze przyjaciółki.
Conversation/PoppySuspicion/Section ds32,.......,.......
Conversation/PoppySuspicion/Section ds33,"Why d'you tear it up?
-and then hide it?","Dlaczego je podarłaś?
-a potem ukryłaś?"
Conversation/PoppySuspicion/Section ds34,I think the answer is pretty straightforward.,Odpowiedź wydaje się dość oczywista.
Conversation/PoppySuspicion/Section ds34 Choice 1,Poppy doesn't want to look like that anymore.,Poppy nie chce już tak wyglądać.
Conversation/PoppySuspicion/Section ds34 Choice 2,Poppy hates Fifi and Freya now.,Poppy nienawidzi teraz Fifi i Freyi.
Conversation/PoppySuspicion/Section ds34 Choice 3,The photo proves Poppy is the murderer.,"Zdjęcie dowodzi, że Poppy jest morderczynią."
Conversation/PoppySuspicion/Section ds35,You sure about that?,Jesteś tego pewien?
Conversation/PoppySuspicion/Section ds36,Not entirely...,Nie do końca...
Conversation/PoppySuspicion/Section ds37,Makes this whole thing seem... kind of irrelevant.,Przez to cała sprawa wydaje się... trochę nieistotna.
Conversation/PoppySuspicion/Section ds38,......,......
Conversation/PoppySuspicion/Section ds39,The passage of time is a powerful thing.,Upływ czasu potrafi wiele zmienić.
Conversation/PoppySuspicion/Section ds4,"She liked to have music playing - while she was painting, you know.",Lubiła słuchać muzyki podczas malowania.
Conversation/PoppySuspicion/Section ds41,"This means that pink cassette tape [h]does[/h] belong to you, Poppy?","Czyli ta różowa taśma kasetowa [h]naprawdę[/h] należy do ciebie, Poppy?"
Conversation/PoppySuspicion/Section ds42,It used to.,Kiedyś należała.
Conversation/PoppySuspicion/Section ds43,Freya could've easily been listening to this tape at the [h]exact moment[/h] she was killed.,"Freya mogła słuchać tej taśmy dokładnie w [h]chwili[/h], w której została zabita."
Conversation/PoppySuspicion/Section ds44,"There's gotta be a connection between the tape, the gramophone and the murder...","Musi istnieć związek między taśmą, gramofonem i morderstwem..."
Conversation/PoppySuspicion/Section ds45,There's one other thing I want to know.,"Jest jeszcze jedna rzecz, której chcę się dowiedzieć."
Conversation/PoppySuspicion/Section ds46,I have no idea.,Nie mam pojęcia.
Conversation/PoppySuspicion/Section ds47,...,...
Conversation/PoppySuspicion/Section ds5,And do you know what [h]kind[/h] of music is on this tape?,"Wiesz, [h]jaki[/h] rodzaj muzyki jest na tej taśmie?"
Conversation/PoppySuspicion/Section ds51,I'll prove it.,Udowodnię.
Conversation/PoppySuspicion/Section ds54,What can you tell us about this cassette tape? -is it yours?,Co możesz nam powiedzieć o tej taśmie kasetowej? -należy do ciebie?
Conversation/PoppySuspicion/Section ds55,"I recorded some piano music onto it and gave it to Freya as a gift, years ago.",Nagrałam na niej muzykę fortepianową i wiele lat temu dałam ją Freyi w prezencie.
Conversation/PoppySuspicion/Section ds57,How did it get that crack down the middle?,Skąd wzięło się to pęknięcie biegnące przez środek?
Conversation/PoppySuspicion/Section ds59,Somebody [h]changed[/h] the colour of the tape.,Ktoś [h]zmienił[/h] kolor taśmy.
Conversation/PoppySuspicion/Section ds6,No idea.,Nie mam pojęcia.
Conversation/PoppySuspicion/Section ds60,Somebody gave it to you as a [h]gift.[/h],Ktoś dał ci ją w [h]prezencie.[/h]
Conversation/PoppySuspicion/Section ds62,You [h]used[/h] to like these colours.,Kiedyś [h]lubiłaś[/h] te kolory.
Conversation/PoppySuspicion/Section ds64,,
Conversation/PoppySuspicion/Section ds65,,
Conversation/PoppySuspicion/Section ds67,The photo proves Poppy is the murderer.,"Zdjęcie dowodzi, że Poppy jest morderczynią."
Conversation/PoppySuspicion/Section ds69,Poppy hates Fifi and Freya now.,Poppy nienawidzi teraz Fifi i Freyi.
Conversation/PoppySuspicion/Section ds7,Acid jazz?,Acid jazz?
Conversation/PoppySuspicion/Section ds70,Poppy doesn't want to look like that anymore.,Poppy nie chce już tak wyglądać.
Conversation/PoppySuspicion/Section ds72,...that's [h]it?[/h],...tylko [h]tyle?[/h]
Conversation/PoppySuspicion/Section ds73,"Maybe.
It depends on the reason.","Może.
To zależy od powodu."
Conversation/PoppySuspicion/Section ds74,The reason... she doesn't want to look like that anymore?,Powodu... dla którego nie chce już tak wyglądać?
Conversation/PoppySuspicion/Section ds75,......,......
Conversation/PoppySuspicion/Section ds76,...hold on.,...chwileczkę.
Conversation/PoppySuspicion/Section ds79,...,...
Conversation/PoppySuspicion/Section ds8,It's piano music.,Muzyka fortepianowa.
Conversation/PoppySuspicion/Section ds81,Confirm away.,Potwierdzaj.
Conversation/PoppySuspicion/Section ds82,"[h]You[/h] look a little different, but Fifi and Freya are pretty recognisable.","[h]Ty[/h] wyglądasz trochę inaczej, ale Fifi i Freyę łatwo rozpoznać."
Conversation/PoppySuspicion/Section ds83,"Cassette tapes have been redundant for a good few years, now.",Taśmy kasetowe są przestarzałe już od dobrych kilku lat.
Conversation/PoppySuspicion/Section ds9,"Sounds an awful lot like [h]your[/h] music, to be honest.","Szczerze mówiąc, brzmi bardzo podobnie do [h]twojej[/h] muzyki."
Conversation/PoppySuspicion/exitClueRequest0,Something to prove Poppy used to like bright colours.,"Coś, co dowodzi, że Poppy lubiła kiedyś jaskrawe kolory."
Conversation/PoppyTangleTower/Section ds20,So there are [h]two[/h] families living in Tangle Tower?,Czyli w Tangle Tower mieszkają [h]dwie[/h] rodziny?
Conversation/PoppyTangleTower/Section ds21,"Mhm.
Three Pointers and Five Fellows.","Mhm.
Troje Pointerów i pięcioro Fellowów."
Conversation/PoppyTangleTower/Section ds22,...,...
Conversation/PoppyTangleTower/Section ds23,Four Fellows.,Czworo Fellowów.
Conversation/PoppyTangleTower/Section ds24,What's the connection between them?,Co je łączy?
Conversation/PoppyTangleTower/Section ds25,There isn't one. Not really.,Właściwie nic ich nie łączy.
Conversation/PoppyTangleTower/Section ds26,It was all built by the Remington family.,Wszystko zbudowała rodzina Remingtonów.
Conversation/PoppyTangleTower/Section ds27,Flora is a Remington. Originally.,Flora pochodzi z rodziny Remingtonów.
Conversation/PoppyTangleTower/Section ds28,"So was Primrose.
-my mother.","Primrose też.
-moja matka."
Conversation/PoppyTangleTower/Section ds31,She married into the Pointers and Flora married into the Fellows.,"Ona weszła do rodziny Pointerów, a Flora do rodziny Fellowów."
Conversation/PoppyTangleTower/Section ds35,So the Fellows and the Pointers own the house now?,Czyli dom należy teraz do Fellowów i Pointerów?
Conversation/PoppyTangleTower/Section ds36,Flora owns the house.,Dom należy do Flory.
Conversation/PoppyTangleTower/Section ds37,"Depending on who you ask, that means her husband Felix owns it too.","Zależnie od tego, kogo zapytasz, oznacza to, że należy też do jej męża, Felixa."
Conversation/PoppyTangleTower/Section ds38,What about your father?,A twój ojciec?
Conversation/PoppyTangleTower/Section ds39,His claim over the house kinda fell apart after my mother left.,"Jego prawa do domu właściwie przepadły, kiedy moja matka odeszła."
Conversation/PoppyTangleTower/Section ds40,...where is your mother now?,...gdzie jest teraz twoja matka?
Conversation/PoppyTangleTower/Section ds41,No idea.,Nie mam pojęcia.
Conversation/PoppyWireReel/Section ds10,It was in the attic.,Na strychu.
Conversation/PoppyWireReel/Section ds11,...I forgot we even [h]had[/h] an attic.,"...zapomniałam, że w ogóle [h]mamy[/h] strych."
Conversation/PoppyWireReel/Section ds12,"Oh.
Huh.","Och.
Hm."
Conversation/PoppyWireReel/Section ds7,Where did you find [h]this[/h]...?,Gdzie znaleźliście [h]to[/h]...?
Conversation/PoppyYesterday/Section ds1,"Three and a half hours of piano practice, soon as I wake up. Same as always.",Trzy i pół godziny ćwiczeń na pianinie zaraz po przebudzeniu. Jak zawsze.
Conversation/PoppyYesterday/Section ds11,"So I went back upstairs, and out into the moonlight garden.",Wróciłam więc na górę i wyszłam do ogrodu w blasku księżyca.
Conversation/PoppyYesterday/Section ds12,The what?,Do jakiego ogrodu?
Conversation/PoppyYesterday/Section ds13,The little garden on the roof - outside my room.,Małego ogrodu na dachu - przed moim pokojem.
Conversation/PoppyYesterday/Section ds16,...was it just you up there?,...byłaś tam sama?
Conversation/PoppyYesterday/Section ds17,No. Fitz came outside after a while - his room's on the other side.,Nie. Po chwili wyszedł Fitz - jego pokój jest po drugiej stronie.
Conversation/PoppyYesterday/Section ds18,So... did you talk to him?,Czyli... rozmawiałaś z nim?
Conversation/PoppyYesterday/Section ds19,Not really.,Niespecjalnie.
Conversation/PoppyYesterday/Section ds2,...and you do this in the music room?,...i ćwiczysz w Music Room?
Conversation/PoppyYesterday/Section ds20,You ignored each other?,Ignorowaliście się?
Conversation/PoppyYesterday/Section ds21,I didn't say that.,Tego nie powiedziałam.
Conversation/PoppyYesterday/Section ds22,...,...
Conversation/PoppyYesterday/Section ds27,...what did you do after that?,...co zrobiłaś później?
Conversation/PoppyYesterday/Section ds3,No. I prefer to practice in my room.,Nie. Wolę ćwiczyć w swoim pokoju.
Conversation/PoppyYesterday/Section ds30,Sure.,Pewnie.
Conversation/PoppyYesterday/Section ds32,"Three and a half?
Does that not hurt your hands?","Trzy i pół?
Nie bolą cię od tego dłonie?"
Conversation/PoppyYesterday/Section ds38,He's been teaching me about flowers.,Uczy mnie różnych rzeczy o kwiatach.
Conversation/PoppyYesterday/Section ds4,"I was [h]supposed[/h] to meet Fifi in the library, but I totally forgot.","[h]Miałam[/h] spotkać się z Fifi w bibliotece, ale zupełnie zapomniałam."
Conversation/PoppyYesterday/Section ds5,"When I finally got down there, she'd already gone.","Kiedy w końcu tam zeszłam, już jej nie było."
Conversation/PoppyYesterday/Section ds6,"I checked her bedroom, but it was locked.","Sprawdziłam jej sypialnię, ale była zamknięta."
Conversation/PoppyYesterday/Section ds7,Was Fifi not in there?,Fifi nie było w środku?
Conversation/PoppyYesterday/Section ds8,No idea. She keeps her door locked either way.,"Nie mam pojęcia. Tak czy inaczej, zawsze zamyka drzwi."
Conversation/PoppyYesterday/Section ds9,"When I make mistakes, I like to make them in private.","Kiedy popełniam błędy, wolę robić to na osobności."
Conversation/PoppyYourself/Section ds1,...,...
Conversation/PoppyYourself/Section ds10,Barely speaks to anyone these days. Especially not the Fellows.,Ostatnio prawie z nikim nie rozmawia. Zwłaszcza z Fellowami.
Conversation/PoppyYourself/Section ds11,...do [h]you[/h] get on with the Fellows?,...a [h]ty[/h] dogadujesz się z Fellowami?
Conversation/PoppyYourself/Section ds13,"Two of them.
Fifi and Freya are my closest friends.","Z dwiema osobami.
Fifi i Freya są moimi najbliższymi przyjaciółkami."
Conversation/PoppyYourself/Section ds14,...we all turned nineteen last year.,...wszystkie skończyłyśmy w zeszłym roku dziewiętnaście lat.
Conversation/PoppyYourself/Section ds15,Do people ever... [h]leave[/h] Tangle Tower?,Czy ludzie kiedykolwiek... [h]opuszczają[/h] Tangle Tower?
Conversation/PoppyYourself/Section ds16,-I don't mean to be rude... it's just - if you're nineteen...,-nie chcę być niegrzeczna... po prostu - skoro masz dziewiętnaście lat...
Conversation/PoppyYourself/Section ds17,You don't have to answer that Poppy.,"Nie musisz na to odpowiadać, Poppy."
Conversation/PoppyYourself/Section ds18,"It's a fair question.
I'd like to move away.
Definitely.","To zasadne pytanie.
Chciałabym się wyprowadzić.
Zdecydowanie."
Conversation/PoppyYourself/Section ds19,"Fifi, Freya and I would often talk about it.
","Fifi, Freya i ja często o tym rozmawiałyśmy.
"
Conversation/PoppyYourself/Section ds2,"I'm just me.
There's nothing to know.","Jestem po prostu sobą.
Nie ma o czym mówić."
Conversation/PoppyYourself/Section ds20,Argue about it.,Kłóciłyśmy się o to.
Conversation/PoppyYourself/Section ds21,Freya wanted to leave - but Fifi...,Freya chciała wyjechać - ale Fifi...
Conversation/PoppyYourself/Section ds22,Things are more complicated for her.,Dla niej sprawy są bardziej skomplikowane.
Conversation/PoppyYourself/Section ds23,What about now?,A teraz?
Conversation/PoppyYourself/Section ds24,After what happened...,"Po tym, co się stało..."
Conversation/PoppyYourself/Section ds25,I really don't want to stay here much longer.,Naprawdę nie chcę tu dłużej zostawać.
Conversation/PoppyYourself/Section ds26,...,...
Conversation/PoppyYourself/Section ds7,...how are you related to the other Pointers?,...jak jesteś spokrewniona z pozostałymi Pointerami?
Conversation/PoppyYourself/Section ds8,My father is Percival Pointer. The [i]professor.[/i],Mój ojciec to Percival Pointer. Ten [i]profesor.[/i]
Conversation/PoppyYourself/Section ds9,Spends most of his time hidden away in his tower.,Większość czasu spędza ukryty w swojej wieży.
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds106,"We left the room, and Poppy's father was waiting outside. He followed us upstairs.","Wyszliśmy z pokoju, a ojciec Poppy czekał na zewnątrz. Poszedł za nami na górę."
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds107,Someone began banging on the door... I ignored it - until the someone begun shouting at me.,Ktoś zaczął walić w drzwi... Zignorowałam to - aż w końcu ten ktoś zaczął na mnie krzyczeć.
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds11,...let's run through them all - to see if anything doesn't add up.,"...przejrzyjmy je wszystkie - zobaczymy, czy coś się nie zgadza."
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds113,"We thought it was coming from Flora's tower, so we went up there.","Uznaliśmy, że dźwięk dochodzi z Flora's Tower, więc poszliśmy tam na górę."
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds114,Eventually she let me in.,W końcu mnie wpuściła.
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds115,"I didn't know what to do.
So I ran downstairs to get Fifi.","Nie wiedziałam, co robić.
Więc pobiegłam na dół po Fifi."
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds116,Her door was locked. Nobody was answering.,Jej drzwi były zamknięte. Nikt nie odpowiadał.
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds117,Then we heard this [h]sound.[/h] Lasted about three seconds.,Wtedy usłyszeliśmy ten [h]dźwięk.[/h] Trwał jakieś trzy sekundy.
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds118,Fitz and I were up in the moonlight garden most of the afternoon.,Fitz i ja spędziliśmy większość popołudnia w ogrodzie w blasku księżyca.
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds119,So I made Fitz kick down the door.,Więc kazałam Fitzowi wyważyć drzwi.
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds12,-that too.,-to też.
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds120,"I told her what had happened. She didn't believe me.
She got angry.","Powiedziałam jej, co się stało. Nie uwierzyła mi.
Zdenerwowała się."
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds121,"I recognised Fiona's voice, as well as the voice of my own daughter.","Rozpoznałem głos Fiony, a także głos własnej córki."
Conversation/SALLYSTORY 1 THE STATEMENTS/Section ds125,I heard someone heading down the stairs - just outside my room.,"Usłyszałem, jak ktoś schodzi po schodach - tuż za drzwiami mojego pokoju."
